"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid","id"
590,"New Glarus Brewing Company",1211948729,3.5,3.5,4,"ChainGangGuy","Belgian Pale Ale",3.5,3.5,"Stone Soup",5.3,35281,1801
6045,"Iron Hill Brewery & Restaurant",1310732377,4,4,4,"akorsak","American Pale Wheat Ale",4,4.5,"Mahalo Apollo!",6.9,60087,1802
16096,"Allentown Brew Works",1305488103,4,4,4,"akorsak","American IPA",4.5,3.5,"Hop Explosion",7,39732,1803
183,"Brouwerij Sterkens N.V.",1238383135,3,3,3.5,"ChainGangGuy","Belgian Strong Pale Ale",3,3,"St. Sebastiaan Grand Cru",9,26493,1804
694,"Tröegs Brewing Company",1270253360,4.5,4,4,"akorsak","Roggenbier",4.5,4,"Scratch Beer 28 - 2010 (Troggen Roggen)",6.1,57030,1805
423,"Boulevard Brewing Co.",1300600112,3.5,3,4,"womencantsail","American Strong Ale",4,3.5,"Chocolate Ale",9.1,66077,1806
646,"Carlow Brewing Company",1220220006,4.5,4.5,4.5,"BuckeyeNation","Irish Dry Stout",4,4.5,"O'Hara's Celebration Stout",6,41100,1807
17981,"Cigar City Brewing",1274489008,4,4.5,4.5,"akorsak","American IPA",4,4,"Jai Alai IPA",7.5,46363,1808
1199,"Founders Brewing Company",1315118420,4,3.5,4,"womencantsail","Belgian Strong Pale Ale",4,4,"Founders Blushing Monk",9.2,25852,1809
2372,"Terrapin Beer Company",1276723032,3.5,4,4,"ChainGangGuy","Old Ale",4,4,"Terrapin The Iron Tankard",9.4,57408,1810
423,"Boulevard Brewing Co.",1308292205,4,3.5,4.5,"womencantsail","Witbier",4,4,"Two Jokers Double-Wit",8,49700,1811
3052,"Hook Norton Brewery Co. Ltd.",1216214728,4.5,3.5,4,"BuckeyeNation","English Strong Ale",4,4,"Twelve Days",5.5,7267,1812
2372,"Terrapin Beer Company",1160481888,4,3.5,3.5,"akorsak","American Double / Imperial Pilsner",4,3.5,"Terrapin All American Imperial Pilsner",7.5,22043,1813
192,"New Belgium Brewing",1263506465,3,2.5,4,"womencantsail","Lambic - Fruit",4,2.5,"Lips Of Faith - Transatlantique Kriek",8,51019,1814
173,"Hair of the Dog Brewing Company / Brewery and Tasting Room",1181497353,2.5,3,3.5,"akorsak","American Pale Ale (APA)",2.5,3,"Ruth",5.6,944,1815
590,"New Glarus Brewing Company",1165933430,4.5,3.5,4.5,"BuckeyeNation","Keller Bier / Zwickel Bier",4.5,4,"Yokel",4.2,28268,1816
10097,"Harpoon Brewery",1122901455,4.5,3.5,4,"BuckeyeNation","Kölsch",4,4.5,"Harpoon Summer Beer",5.5,307,1817
9790,"The Duck-Rabbit Craft Brewery",1141222574,4,4,4,"BuckeyeNation","American Brown Ale",3.5,4,"Duck-Rabbit Brown Ale",5.6,20206,1818
10485,"East End Brewing Company",1177898349,3.5,3.5,3.5,"akorsak","English Brown Ale",3.5,4,"Fat Gary's Nut Brown Ale",3.6,35685,1819
263,"Brauerei Heller-Trum / Schlenkerla",1312764668,4.5,4.5,4,"akorsak","Doppelbock",4.5,4.5,"Aecht Schlenkerla Eiche",8,54731,1820
143,"Spoetzl Brewery",1218888558,2.5,2.5,3,"BuckeyeNation","American Adjunct Lager",3,2.5,"Shiner Spezial Leicht",NA,42238,1821
3463,"Brouwerij Contreras",1266861759,4,4,4,"ChainGangGuy","Belgian Pale Ale",4,4,"Valeir Blond",6.5,57082,1822
811,"Highland Brewing",1131170189,5,4,4,"ChainGangGuy","American Stout",4.5,4,"Highland Black Mocha Stout",5.6,6373,1823
18724,"Old Forge Brewing Company",1239565648,4.5,4,3.5,"akorsak","English Dark Mild Ale",4,3.5,"Sensessionale",3.5,47464,1824
590,"New Glarus Brewing Company",1289101939,4,4,4,"womencantsail","Fruit / Vegetable Beer",4.5,4,"Unplugged Enigma",5.5,23459,1825
21554,"Fire Mountain Brew House",1314919071,2.5,3,3.5,"womencantsail","American IPA",3.5,3,"Bogart Northwest IPA",6.9,69451,1826
1474,"Barrel House Brewing Company",1187480857,3,3,4,"ChainGangGuy","American IPA",3.5,3,"BarrelHouse Boss Cox Double Dark IPA",8.6,30719,1827
16504,"Nebraska Brewing Company",1305595310,4,3.5,4,"akorsak","Hefeweizen",4,4,"NBC EOS Wheat",5.2,50882,1828
9897,"Jolly Pumpkin Artisan Ales",1200251477,3.5,3.5,4,"ChainGangGuy","American Double / Imperial Stout",4,3.5,"Madrugada Obscura, Dark Dawn Stout",8.1,28309,1829
309,"Brasserie Duyck",1159889701,3,4,4,"BuckeyeNation","Belgian Pale Ale",3,3,"Saint Druon De Sebourg (French Abbey Ale)",6,7470,1830
99,"Matt Brewing Company",1227758530,3,3.5,3.5,"ChainGangGuy","Belgian Pale Ale",3,3,"Saranac Belgian Ale",5.9,26617,1831
739,"Brouwerij De Ranke",1213502663,4,4,4,"ChainGangGuy","Belgian Pale Ale",3,4,"Cuvée De Ranke",7,42805,1832
22893,"Epic Brewing Co.",1283185575,3,3.5,4,"womencantsail","American Double / Imperial IPA",3,3.5,"Hopulent",8.5,58689,1833
1474,"Barrel House Brewing Company",1154723539,3,4,4,"BuckeyeNation","Dortmunder / Export Lager",4,3.5,"Duveneck Dortmunder",4.2,11795,1834
1032,"Five Seasons Prado",1270241500,4.5,3.5,4.5,"ChainGangGuy","Märzen / Oktoberfest",4.5,4,"Seven Sisters Münchner",NA,3932,1835
688,"Coastal Extreme Brewing Co.",1224456190,2.5,3,3,"ChainGangGuy","American Strong Ale",3,2.5,"Newport Storm - Henry (Cyclone Series)",7.6,40835,1836
10903,"Oppigårds Bryggeri AB",1207492216,4,4,4,"BuckeyeNation","American Blonde Ale",4,4,"Oppigårds Golden Ale",5.2,22164,1837
2854,"Flensburger Brauerei GmbH Und Co. KG",1150204187,4,4,4,"BuckeyeNation","Hefeweizen",4,4,"Flensburger Weizen",NA,6712,1838
10148,"Grado Plato",1233012455,2.5,1.5,3.5,"ChainGangGuy","Oatmeal Stout",2.5,1,"Chocarrubica",7,40495,1839
2216,"Brouwerij Drie Fonteinen",1276712555,5,5,4.5,"womencantsail","Gueuze",4.5,4.5,"Drie Fonteinen Oude Geuze Vintage",6,30517,1840
22,"Unibroue",1139798315,4,4,4,"akorsak","Fruit / Vegetable Beer",3.5,4,"Éphémère (Apple)",5.5,3523,1841
18149,"The Lost Abbey",1279608360,4.5,4,3.5,"womencantsail","Belgian Strong Dark Ale",4,4.5,"Veritas 002",NA,39558,1842
4663,"Brasserie Artisanale De Rullés SPRL",1282092765,2,3,3.5,"womencantsail","Belgian Pale Ale",3.5,3,"La Rullés Estivale (Bière De Gaume)",5.2,29125,1843
641,"Brouwerij Verhaeghe",1122908077,3.5,3.5,4,"BuckeyeNation","Flanders Red Ale",4,3.5,"Duchesse De Bourgogne",6,1745,1844
709,"Slavutych Brewery",1318018095,2.5,2.5,3,"womencantsail","Kvass",3,2.5,"Kvas Taras",1.2,65393,1845
16526,"Elk Creek Cafe & Aleworks",1280763351,4,4,3.5,"akorsak","American Double / Imperial IPA",4,3.5,"Hairy John IPA",9,60583,1846
4555,"Tustin Brewing Company",1298363297,2,2,3,"womencantsail","Fruit / Vegetable Beer",3.5,2,"Pom Bomb",NA,66441,1847
22112,"Root Cellar Cafe / Darkside Fermentation",1294880896,4,4,4,"womencantsail","Tripel",4,4,"Trippel",9,56041,1848
932,"Hale's Ales Brewery & Pub",1178110894,4,3,4,"BuckeyeNation","Scotch Ale / Wee Heavy",4,3.5,"Hale's Wee Heavy Winter Ale",6,2985,1849
199,"Ballast Point Brewing Company",1234134288,4,5,4,"akorsak","American IPA",4,5,"Sculpin India Pale Ale",7,29619,1850
4146,"Karl Strauss Brewing Company",1300599417,4.5,4,4,"womencantsail","American Double / Imperial Stout",4,4,"22nd Anniversary Vanilla Imperial Stout",9,65872,1851
591,"Hoptown Brewing Company",1148053094,4,3.5,4.5,"BuckeyeNation","American Blonde Ale",3.5,4,"Golden Ale",5,4224,1852
9897,"Jolly Pumpkin Artisan Ales",1192461869,4,3.5,4,"akorsak","American Double / Imperial Stout",4,4,"Madrugada Obscura, Dark Dawn Stout",8.1,28309,1853
137,"Sea Dog Brewing Company",1245472094,3,3,3,"ChainGangGuy","Fruit / Vegetable Beer",3.5,2.5,"Sea Dog Apricot Wheat Beer",4.6,30936,1854
158,"Great Divide Brewing Company",1195308192,4,3.5,4,"BuckeyeNation","American Blonde Ale",4,4,"Samurai Ale",5.1,31473,1855
22,"Unibroue",1213508027,4,3.5,3.5,"ChainGangGuy","Belgian Strong Pale Ale",3.5,4,"Don de Dieu",9,694,1856
26516,"Monday Night Brewing",1320684624,4,3.5,4.5,"ChainGangGuy","American IPA",4,3.5,"Eye Patch Ale",6.2,71869,1857
365,"Pike Pub & Brewery",1080586498,4,4,4,"BuckeyeNation","American IPA",4,4,"Pike India Pale Ale",6.5,960,1858
184,"Bierbrouwerij De Koningshoeven B.V.",1203606468,3.5,3.5,4,"BuckeyeNation","Belgian Dark Ale",3,3.5,"Tilburg's Dutch Brown Ale",5,9946,1859
35,"Boston Beer Company (Samuel Adams)",1093013426,3,2.5,3.5,"BuckeyeNation","Light Lager",2.5,2.5,"Sam Adams Light",4,1503,1860
2097,"Kuhnhenn Brewing Company",1206402599,4,3.5,3.5,"ChainGangGuy","American Barleywine",4.5,4,"Kuhnhenn American Barley Wine",11.5,40228,1861
306,"Coors Brewing Company",1213496731,2.5,3,3.5,"ChainGangGuy","American Pale Wheat Ale",2.5,2.5,"Honey Moon Summer Ale",5.2,36692,1862
13165,"Barons Brewing Company",1232113876,4,3.5,3.5,"BuckeyeNation","Herbed / Spiced Beer",3.5,3.5,"Black Wattle Superior Wattle Seed Ale",5.8,32007,1863
1114,"Bullfrog Brewery",1277683506,4,4,4,"akorsak","American Amber / Red Ale",4,4,"Dread Double Red Ale",7.8,47991,1864
694,"Tröegs Brewing Company",1245352338,4,4.5,4,"akorsak","American Double / Imperial IPA",4,4.5,"Scratch Beer 20 - 2009",7,50547,1865
197,"Brasserie Fischer / Fischer Biere d' Alsace",1246881704,3.5,3,4,"BuckeyeNation","Euro Dark Lager",2.5,3,"Fischer Tradition Amber",6,710,1866
583,"Saint Louis Brewery / Schlafly Tap Room",1197384640,4,4,4,"BuckeyeNation","American Pale Ale (APA)",4,4,"Schlafly Dry-Hopped American Pale Ale",5.9,36290,1867
20017,"Five Seasons Westside",1258665064,3.5,4,3.5,"ChainGangGuy","American Double / Imperial Stout",4,4,"Thor",NA,54197,1868
493,"Cosmos Brewery (Thai Beverage Plc.)",1260913619,3,2.5,3.5,"ChainGangGuy","American Adjunct Lager",3,2.5,"Chang Beer (Export)",5,39875,1869
18149,"The Lost Abbey",1320685323,2.5,2.5,3.5,"womencantsail","American Wild Ale",3.5,2.5,"Project X",NA,74963,1870
1784,"Outer Banks Brewing Station",1220647080,4.5,4,4,"akorsak","American Porter",4,4.5,"Captain's Porter",6.1,44737,1871
1475,"Maumee Bay Brewing Company",1316991259,3.5,3.5,4,"akorsak","American IPA",3.5,3,"IPA",7,13130,1872
683,"Valkyrie Brewing",1179496449,3.5,4,3.5,"BuckeyeNation","Doppelbock",3.5,3.5,"Invador Dopplebock",NA,3047,1873
16866,"The Bruery",1310837492,3.5,4,3.5,"womencantsail","American Amber / Red Ale",4,4,"Nano Series: Clifford The Little Red Ale",6.9,71074,1874
21635,"Jailhouse Brewing Company",1297007417,4.5,4,4,"ChainGangGuy","Dunkelweizen",4,4,"Smokey",5.5,65668,1875
62,"D.L. Geary Brewing Company",1169215801,4,3,3.5,"BuckeyeNation","English Pale Ale",3.5,4,"Geary's Pale Ale",4.5,192,1876
850,"Moon River Brewing Company",1234314419,4,3,3.5,"ChainGangGuy","American Pale Ale (APA)",3.5,3,"Slow-Vannah Pale Ale",4,41683,1877
15189,"Big Boss Brewing",1224975307,4,3,4,"akorsak","Belgian Pale Ale",3.5,3.5,"Hell's Belle",7,35470,1878
1170,"Upland Brewing Company",1266188902,4,4,3.5,"akorsak","American Black Ale",4,4,"Komodo Dragon Fly Black IPA",6.5,56119,1879
15324,"Five Seasons North",1316098502,4,3.5,4,"ChainGangGuy","Belgian IPA",3.5,4,"Bear's Beer Belgian IPA",NA,73154,1880
1170,"Upland Brewing Company",1300605102,4,4,4,"womencantsail","Lambic - Fruit",4,4,"Peach Lambic",NA,45334,1881
1199,"Founders Brewing Company",1253595365,4.5,4.5,4,"womencantsail","American Double / Imperial Stout",4.5,4.5,"Founders Breakfast Stout",8.3,11757,1882
2097,"Kuhnhenn Brewing Company",1156373816,4,4,4,"BuckeyeNation","Old Ale",4,4,"Kuhnhenn Fourth Dementia (4D)",13.5,18850,1883
16866,"The Bruery",1255136678,4,4.5,4,"womencantsail","Belgian Strong Pale Ale",4,3.5,"Mischief",8.5,53134,1884
1551,"Gordon Biersch Brewery Restaurant",1273969547,3.5,3,3.5,"ChainGangGuy","Kölsch",3.5,3.5,"Gordon Biersch SommerBrau",4.6,50155,1885
206,"Hook & Ladder Brewing Company (No. 2)",1245413839,3,3,3.5,"BuckeyeNation","American Blonde Ale",3,3,"Hook & Ladder Golden Ale",5.5,36546,1886
18724,"Old Forge Brewing Company",1229914541,4.5,4.5,4,"akorsak","English Dark Mild Ale",4.5,4.5,"Old Forge Inaugural Ale",NA,46464,1887
1471,"Dark Horse Brewing Company",1178207116,4.5,4.5,4,"BuckeyeNation","Milk / Sweet Stout",3.5,4.5,"Dark Horse Too Cream Stout",8,6903,1888
190,"Brouwerij De Troch",1206757767,2,2,3,"ChainGangGuy","Faro",3,2,"Chapeau Faro Lambic",4.75,6624,1889
6372,"Fort Collins Brewing",1325354297,4,4,4,"ChainGangGuy","American Double / Imperial Stout",4,4,"Double Chocolate Stout",8.1,40798,1890
22612,"Mt. Pleasant Brewing Company",1253449685,3.5,3.5,3,"BuckeyeNation","Fruit / Vegetable Beer",3.5,3.5,"Railyard Raspberry Wheat",5.6,48823,1891
417,"August Schell Brewing Company",1198487424,3,3,4,"ChainGangGuy","Vienna Lager",3.5,3.5,"FireBrick",5,2032,1892
5318,"Port Brewing Company / Pizza Port",1279578465,3,4,4,"womencantsail","American Black Ale",3.5,3.5,"Big Black Poochie",10.5,58242,1893
741,"Lakefront Brewery, Inc.",1312655983,3.5,3.5,4,"womencantsail","Lambic - Fruit",4,3,"Rosie",9,51293,1894
5855,"Private Landbrauerei Schönram",1308018801,4,3,4,"womencantsail","German Pilsener",4,3.5,"Schonramer Pils",5.4,28980,1895
12224,"Rinkuškiai Alaus Darykloje",1219929084,3,3,3.5,"BuckeyeNation","Euro Strong Lager",3.5,3,"Lobster Lovers Beer",9.5,40176,1896
21635,"Jailhouse Brewing Company",1325524527,3,3,4.5,"ChainGangGuy","American IPA",4,3,"Insanity Plea",6.5,76992,1897
5318,"Port Brewing Company / Pizza Port",1317064899,3.5,3.5,4,"womencantsail","Irish Dry Stout",3,3.5,"Fisticuffs",NA,73490,1898
388,"Brasserie Cantillon",1265046533,5,4,4.5,"womencantsail","Lambic - Fruit",4.5,4.5,"Cantillon Blåbær Lambik",5,36316,1899
16866,"The Bruery",1288479494,4,4,3.5,"womencantsail","Fruit / Vegetable Beer",4,4,"100% Barrel Fermented Autumn Maple",10,61151,1900
2470,"The Brew Kettle Taproom & Smokehouse / Production Works",1277468911,3.5,3,3.5,"BuckeyeNation","Schwarzbier",3,3.5,"Ringneck Dark Helmet Imperial Schwarzbier",9,40301,1901
273,"SweetWater Brewing Company",1140747167,4,3.5,3.5,"ChainGangGuy","American Porter",3.5,3.5,"Sweetwater Exodus Porter",5.9,1494,1902
262,"Shmaltz Brewing Company",1235845626,4,4,4,"ChainGangGuy","Doppelbock",4,3.5,"Coney Island Human Blockhead",10,43353,1903
3120,"Alpine Beer Company",1306190078,4.5,4.5,4,"womencantsail","German Pilsener",4,4,"Emerson",6,24292,1904
99,"Matt Brewing Company",1203298690,3.5,4.5,4,"akorsak","American Double / Imperial Stout",4,3.5,"Saranac Imperial Stout",9,39272,1905
694,"Tröegs Brewing Company",1236992471,3.5,3.5,4,"akorsak","Rye Beer",4,3.5,"Scratch Beer 18 - 2009",7.3,47759,1906
302,"Genesee Brewing Co. / Dundee Brewing Co.",1297635493,1.5,1.5,3.5,"womencantsail","Light Lager",2,2,"Buck Range Light",3.6,66259,1907
6045,"Iron Hill Brewery & Restaurant",1151285943,4,4,4,"akorsak","Baltic Porter",4,4,"Baltic Porter",7,52810,1908
287,"Bell's Brewery, Inc.",1307639219,3.5,3.5,4.5,"ChainGangGuy","American Strong Ale",4.5,3.5,"Bell's Batch 10000",9.2,63989,1909
132,"Rogue Ales",1239711505,3.5,3.5,4,"BuckeyeNation","American Amber / Red Ale",4,3.5,"Sesquicentennial Ale",6.3,47730,1910
20017,"Five Seasons Westside",1257286570,4,4.5,4,"ChainGangGuy","American IPA",4,4.5,"Slaughterhouse 5",NA,53895,1911
402,"Old Dominion Brewing Company",1154807733,4,4,3.5,"BuckeyeNation","Kristalweizen",3.5,3.5,"Dominion Summer Wheat 2006",NA,30781,1912
5318,"Port Brewing Company / Pizza Port",1179963938,4,3.5,3.5,"ChainGangGuy","American Double / Imperial Stout",3.5,3.5,"Old Viscosity",10,31613,1913
30,"Avery Brewing Company",1271549677,4,4,4.5,"ChainGangGuy","American Porter",4,4,"New World Porter",6.7,5722,1914
22459,"JoBoy's Brew Pub",1278198254,3.5,3.5,3.5,"akorsak","Scottish Ale",4,3.5,"1850 Scotch Ale",5,59807,1915
2641,"New Old Lompoc Brewery",1299519574,3,4,4,"womencantsail","Doppelbock",3.5,3,"Oak Aged Doppel Bock",8,57735,1916
1075,"Caldera Brewing Company",1198817492,3,4,3.5,"ChainGangGuy","American Pale Ale (APA)",3.5,3,"Caldera Pale Ale",5.5,25414,1917
13307,"Mikkeller ApS",1305596826,4,4,4,"akorsak","American Double / Imperial Stout",4,4,"Beer Geek Bacon",7.5,59741,1918
16526,"Elk Creek Cafe & Aleworks",1307671704,4,3.5,4,"akorsak","German Pilsener",4,4,"Penns Valley Pilsner",NA,49106,1919
402,"Old Dominion Brewing Company",1208805117,2.5,3,3,"ChainGangGuy","English Pale Ale",3,3,"Dominion Ale",4.7,1388,1920
739,"Brouwerij De Ranke",1128981846,4.5,4.5,5,"BuckeyeNation","Belgian IPA",4,4.5,"De Ranke XX Bitter",6.2,2656,1921
18149,"The Lost Abbey",1233936234,4,4.5,3.5,"BuckeyeNation","American Wild Ale",4,4.5,"Veritas 003",8,40491,1922
9035,"Aiken Brewing Company",1182121205,3,3.5,3,"ChainGangGuy","Czech Pilsener",3.5,3,"Aiken Czech Pilsner",NA,37306,1923
2100,"Hijos De Rivera, S.A.",1163771145,2.5,2.5,4,"BuckeyeNation","American Adjunct Lager",3,2.5,"Estrella Galicia",5.5,5481,1924
190,"Brouwerij De Troch",1284147883,2,2,3.5,"womencantsail","Lambic - Fruit",3,2,"Chapeau Fraise Lambic",3,7150,1925
15237,"De Struise Brouwers",1290368360,3.5,4,4,"akorsak","Quadrupel (Quad)",4.5,4,"Pannepøt - Old Monk's Ale",10,36198,1926
11174,"Cervecera Mexicana S.A. De C.V.",1249918163,3.5,3,3.5,"ChainGangGuy","American Brown Ale",3,3,"Red Pig Mexican Ale",5.6,42281,1927
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1202948158,3.5,4,4,"ChainGangGuy","Russian Imperial Stout",4.5,4,"Dark Horizon 1st Edition",16,37294,1928
6045,"Iron Hill Brewery & Restaurant",1319316013,4,4,4,"akorsak","Pumpkin Ale",4,4.5,"Iron Hill Pumpkin Ale",NA,63136,1929
68,"Flying Dog Brewery",1234660406,3.5,3.5,3.5,"ChainGangGuy","Baltic Porter",3.5,4,"Gonzo Imperial Porter",9.2,24071,1930
25327,"DC Brau Brewing Co.",1305940543,4,4,4,"akorsak","American IPA",4.5,4,"The Corruption",6.8,69290,1931
392,"Weyerbacher Brewing Co.",1186291123,3,4.5,3.5,"ChainGangGuy","Russian Imperial Stout",3,3.5,"Heresy",8,18198,1932
99,"Matt Brewing Company",1077923839,3.5,3,3.5,"BuckeyeNation","German Pilsener",4,3,"Saranac Adirondack Lager",5.5,903,1933
9790,"The Duck-Rabbit Craft Brewery",1195418878,4,4,3.5,"akorsak","American Brown Ale",4.5,3.5,"Duck-Rabbit Brown Ale",5.6,20206,1934
16866,"The Bruery",1300042861,4,3.5,4,"womencantsail","Flanders Red Ale",4,4.5,"Beachwood 4th Anniversary Blend",NA,64492,1935
10673,"Warbird Brewing Company",1163080456,3,3,3.5,"BuckeyeNation","American Amber / Red Ale",3,2.5,"T-6 Red Ale",5.5,21380,1936
2470,"The Brew Kettle Taproom & Smokehouse / Production Works",1278464617,4,4.5,4,"akorsak","American Pale Ale (APA)",4,4,"Four C's American Pale Ale",6,20025,1937
2547,"Jack Russell Brewing Company",1189085177,3.5,3.5,3.5,"BuckeyeNation","Saison / Farmhouse Ale",4,4,"Jack Russell Jack's Farmhouse Ale",6.7,8801,1938
19247,"The Olde Mecklenburg Brewery",1292611108,4,3.5,4.5,"ChainGangGuy","Märzen / Oktoberfest",4,4,"Mecktoberfest",5.4,52459,1939
1199,"Founders Brewing Company",1318791968,4.5,5,4,"akorsak","American Double / Imperial Stout",4.5,4.5,"Founders CBS Imperial Stout",10.6,47658,1940
147,"Stone Brewing Co.",1295018831,4.5,4.5,4.5,"ChainGangGuy","American Double / Imperial Stout",5,4.5,"Bourbon Barrel 12th Anniversary Bitter Chocolate Oatmeal Stout",9.6,58277,1941
32,"Brauerei Beck & Co.",1143901103,2,2.5,1.5,"BuckeyeNation","Light Lager",1.5,2,"Beck's Premier Light",2.3,22869,1942
287,"Bell's Brewery, Inc.",1212444653,4,3.5,4.5,"ChainGangGuy","American Strong Ale",4.5,4,"Bell's Eccentric Ale 2005 (Released 2006)",NA,34267,1943
4707,"Choc Beer Co. / Pete's Place",1237577015,2.5,2.5,3.5,"ChainGangGuy","American Pale Ale (APA)",2.5,2.5,"Basement Batch",6.8,37034,1944
10096,"Cervejaria Sudbrack Ltda",1194059455,3.5,4,3.5,"ChainGangGuy","Rauchbier",3.5,4,"Eisenbahn Rauchbier",6.3,28315,1945
113,"Samuel Smith Old Brewery (Tadcaster)",1115129734,4,3.5,3.5,"BuckeyeNation","Euro Pale Lager",3.5,3.5,"Samuel Smith's Pure Brewed Lager Beer",5,574,1946
9774,"Huebert Brewing Company",1251943559,1.5,1,3,"ChainGangGuy","American Pale Lager",2.5,1,"Kudu Premium Lager Beer",NA,43295,1947
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1290350982,4.5,4,4,"BuckeyeNation","American Barleywine",4.5,4.5,"Sunturnbrew",11,47232,1948
140,"Sierra Nevada Brewing Co.",1284930819,4.5,4,4.5,"ChainGangGuy","American Brown Ale",4.5,4,"Sierra Nevada Tumbler Autumn Brown Ale",5.5,60420,1949
147,"Stone Brewing Co.",1179714930,4.5,4.5,4,"ChainGangGuy","American Porter",4,4,"Stone Smoked Porter",5.9,90,1950
401,"Baltika Breweries",1210979483,3,3,3.5,"akorsak","Euro Dark Lager",3.5,4,"Baltika #4 Original (Dark)",5.6,2235,1951
4555,"Tustin Brewing Company",1287203759,3,3,3.5,"womencantsail","Doppelbock",3.5,3,"Roggenator Rye Doppelbock",NA,62651,1952
147,"Stone Brewing Co.",1247173491,4.5,4,4,"BuckeyeNation","Belgian IPA",4,4.5,"Stone 08.08.08 Vertical Epic Ale",8.6,44138,1953
15979,"Olde Richmond Beer Company",1212006446,3,3,3.5,"ChainGangGuy","American IPA",3,3.5,"Olde Richmond Batch No. 11 India Pale Ale",NA,37249,1954
22459,"JoBoy's Brew Pub",1278202983,4,3,4,"akorsak","American Amber / Red Ale",4,3.5,"Manheim Red",5.5,57264,1955
435,"Minhas Craft Brewery",1154787012,3,2.5,4,"BuckeyeNation","American Amber / Red Ale",3.5,3,"Berghoff Famous Red Ale",5.6,1337,1956
877,"River Horse Brewing Co.",1270074367,4,3.5,4,"ChainGangGuy","Milk / Sweet Stout",4,4,"River Horse Oatmeal Milk Stout",6.7,45831,1957
4949,"Damm S. A.",1299069056,3.5,3,4,"BuckeyeNation","Euro Pale Lager",4,3,"Estrella Damm Daura",5.4,61410,1958
113,"Samuel Smith Old Brewery (Tadcaster)",1155781836,4,4,4,"akorsak","Russian Imperial Stout",4.5,4.5,"Samuel Smith's Imperial Stout",7,782,1959
5318,"Port Brewing Company / Pizza Port",1296582521,4,3.5,4,"womencantsail","Bock",4,4,"Ralphie's Christmas Bock",NA,64655,1960
99,"Matt Brewing Company",1259351054,4,3.5,4,"akorsak","American Pale Ale (APA)",3.5,4,"Saranac Big Moose Ale",5.3,53202,1961
2958,"BFM Brasserie Des Franches-Montagnes",1159107561,3,3.5,4,"akorsak","Bière de Garde",3.5,3,"Cuvée Du 7ème",7.5,30851,1962
1471,"Dark Horse Brewing Company",1202939284,4.5,4.5,4,"ChainGangGuy","American Strong Ale",4,4.5,"Dark Horse Reserve Special Black Bier Ale",7.5,3877,1963
2854,"Flensburger Brauerei GmbH Und Co. KG",1150813053,3.5,3,4,"BuckeyeNation","German Pilsener",3,3.5,"Flensburger Pilsener",4.8,6710,1964
4707,"Choc Beer Co. / Pete's Place",1263155983,3.5,3,4.5,"womencantsail","Schwarzbier",4,3,"Miner Mishap",5.3,40226,1965
